batch_id,model,arm,rep,instance_id,started_at,finished_at,duration_sec,exit_status,ok
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_control,rep01,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T00:24:56.270340+00:00,2026-06-27T00:28:48.010580+00:00,231.74,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_control,rep02,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T05:15:08.404702+00:00,2026-06-27T05:20:34.150609+00:00,325.746,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_control,rep03,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T08:57:24.533725+00:00,2026-06-27T09:10:59.071027+00:00,814.537,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_control,rep04,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T09:10:59.080018+00:00,2026-06-27T09:15:14.263464+00:00,255.183,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_control,rep05,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T09:19:18.998633+00:00,2026-06-27T09:25:17.712520+00:00,358.714,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_treatment,rep01,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T05:42:19.343170+00:00,2026-06-27T05:46:27.435840+00:00,248.093,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_treatment,rep02,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T09:25:44.669741+00:00,2026-06-27T09:30:13.259312+00:00,268.59,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_treatment,rep03,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T09:30:32.797146+00:00,2026-06-27T09:39:11.229306+00:00,518.432,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_treatment,rep04,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T09:40:15.647211+00:00,2026-06-27T09:46:42.553573+00:00,386.906,Submitted,True
pro_pilot_nodebb_haiku,anthropic/claude-haiku-4-5-20251001,swebp_treatment,rep05,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,2026-06-27T09:47:06.389154+00:00,2026-06-27T09:52:54.911971+00:00,348.523,Submitted,True
